Function name	Segment	Start	Length	Locals	Arguments	R	F	L	M	S	B	T	=
Unk_Hang__43E840	.text	0043E840	000001BC	00000018	00000004	R	.	.	.	.	.	T	.
Save_InitProfileData_43EA00	.text	0043EA00	0000014D	00000008	00000008	R	.	.	.	.	.	T	.
Unk_Hang_SetShopPartPrices_43EB50	.text	0043EB50	000000B4	00000010	00000000	R	.	.	.	.	.	T	.
Unk_Hang_DrawPartTrade__43EC10	.text	0043EC10	0000076D	00000064	00000004	R	.	.	.	.	.	T	.
Hang_DrawPitDroidUI_maybe_43F380	.text	0043F380	000003EA	00000058	00000004	R	.	.	.	.	.	T	.
Unk_Hang__43F770	.text	0043F770	00000162	00000010	00000004	R	.	.	.	.	.	T	.
Unk_Hang_HangarCameraRelated__43F8E0	.text	0043F8E0	000002A9	00000068	0000000C	R	.	.	.	.	.	T	.
Unk_Hang__43FBC0	.text	0043FBC0	0000011F	00000018	00000008	R	.	.	.	.	.	T	.
Unk_Hang_DrawMenuItem_43FCE0	.text	0043FCE0	000001A6	00000038	0000001C	R	.	.	.	.	.	T	.
Unk_Hang_DrawScrollbarVertical__43FE90	.text	0043FE90	000002B9	00000014	0000000C	R	.	.	.	.	.	T	.
Unk_Hang_DrawScrollbarHorizontal_440150	.text	00440150	00000286	0000000C	00000008	R	.	.	.	.	.	T	.
UNK_menuDrawBestTime_maybe_4403E0	.text	004403E0	0000016B	0000001C	00000014	R	.	.	.	.	.	T	.
Unk_Sound_PlaySoundMacro_440550	.text	00440550	000000A0	0000000C	00000004	R	.	.	.	.	.	T	.
GetTrackNameString_maybe_440620	.text	00440620	00000174	00000000	00000004	R	.	.	.	.	.	T	.
Unk_Hang__440800	.text	00440800	00000182	00000058	00000004	R	.	.	.	.	.	T	.
swrText_CheckStringStartDebug_440990	.text	00440990	0000003D	00000000	00000008	R	.	.	.	.	.	.	.
swrText_CheckStringStart_4409D0	.text	004409D0	00000030	00000004	00000008	R	.	.	.	.	.	.	.
Unk_GetTournamentRaceWinCondition__440A00	.text	00440A00	00000014	00000000	00000005	R	.	.	.	.	.	T	.
Unk_TrackShouldDrawBlankPanel__440A20	.text	00440A20	0000007C	0000000C	00000005	R	.	.	.	.	.	T	.
Hang_IsTrackUnlocked_maybe_440AA0	.text	00440AA0	0000004D	00000008	00000009	R	.	.	.	.	.	T	.
Unk_Hang_ClampTrackSelection_440AF0	.text	00440AF0	0000005E	00000010	00000008	R	.	.	.	.	.	T	.
Unk_Hang__440B50	.text	00440B50	00000069	00000004	00000004	R	.	.	.	.	.	T	.
Unk_Hang__440BC0	.text	00440BC0	0000004E	00000000	00000004	R	.	.	.	.	.	T	.
Unk_Hang__440C10	.text	00440C10	0000013D	00000014	00000004	R	.	.	.	.	.	T	.
sub_440D50	.text	00440D50	0000003C	00000004	00000008	R	.	.	.	.	.	.	.
Unk_Input_UnkSetup__440D90	.text	00440D90	0000004D	00000000	00000000	R	.	.	.	.	.	T	.
sub_440DE0	.text	00440DE0	0000000C	00000000	00000004	R	.	.	.	.	.	.	.
Unk_Input_Serialize__440DF0	.text	00440DF0	00000219	00000010	00000000	R	.	.	.	.	.	T	.
sub_441010	.text	00441010	0000000A	00000000	00000004	R	.	.	.	.	.	T	.
Unk_Model_Node_ResetGroundNode__441020	.text	00441020	0000000B	00000000	00000000	R	.	.	.	.	.	.	.
Unk_Model_GetGroundMesh__441030	.text	00441030	00000006	00000000	00000000	R	.	.	.	.	.	T	.
sub_441040	.text	00441040	00000345	00000050	0000001C	R	.	.	.	.	.	.	.
sub_441390	.text	00441390	00000142	0000000C	00000010	R	.	.	.	.	.	T	.
sub_4414E0	.text	004414E0	00000222	00000040	00000018	R	.	.	.	.	.	T	.
Unk_Vec3__441710	.text	00441710	000000F4	00000010	00000014	R	.	.	.	.	.	T	.
sub_441810	.text	00441810	00000853	0000004C	0000001C	R	.	.	.	.	.	T	.
sub_442090	.text	00442090	000003DF	00000044	00000014	R	.	.	.	.	.	T	.
sub_442470	.text	00442470	000000E0	00000000	0000000C	R	.	.	.	.	.	.	.
sub_442550	.text	00442550	000001C4	00000040	00000014	R	.	.	.	.	.	.	.
sub_442720	.text	00442720	0000050D	00000044	0000000C	R	.	.	.	.	.	.	.
sub_442C30	.text	00442C30	000004D5	00000040	00000008	R	.	.	.	.	.	.	.
sub_443110	.text	00443110	0000026E	00000030	00000010	R	.	.	.	.	.	.	.
sub_443380	.text	00443380	000001DA	00000024	0000000C	R	.	.	.	.	.	.	.
sub_443560	.text	00443560	00000256	00000044	0000000C	R	.	.	.	.	.	.	.
sub_4437C0	.text	004437C0	00000222	00000044	00000008	R	.	.	.	.	.	.	.
Unk_Model_MeshWriteGroundNode3__4439F0	.text	004439F0	00000233	0000001C	00000004	R	.	.	.	.	.	T	.
Unk_Model_Mat4x4StackTransform__443C50	.text	00443C50	0000021D	00000088	00000014	R	.	.	.	.	.	T	.
Unk_Model_Mat4x4StackTransformUnkVec3__443E70	.text	00443E70	0000009F	00000044	00000001	R	.	.	.	.	.	T	.
sub_443F10	.text	00443F10	000001CC	00000024	00000009	R	.	.	.	.	.	T	.
sub_4440E0	.text	004440E0	0000011B	00000050	0000000C	R	.	.	.	.	.	T	.
sub_444200	.text	00444200	000000FE	00000000	00000014	R	.	.	.	.	.	T	.
sub_444300	.text	00444300	0000043A	00000090	00000020	R	.	.	.	.	.	T	.
Unk_Model_Node__444740	.text	00444740	00000065	00000000	00000024	R	.	.	.	.	.	T	.
sub_4447B0	.text	004447B0	0000015C	00000090	00000010	R	.	.	.	.	.	T	.
sub_444910	.text	00444910	000002D2	0000001C	00000009	R	.	.	.	.	.	T	.
Unk_Model_Node__444BF0	.text	00444BF0	0000011B	00000050	0000000C	R	.	.	.	.	.	T	.
Unk_Model_Node__444D10	.text	00444D10	00000122	00000008	00000010	R	.	.	.	.	.	T	.
Unk_Model_Node__444E40	.text	00444E40	000000C6	00000008	00000008	R	.	.	.	.	.	T	.
sub_444F10	.text	00444F10	0000023C	00000018	00000010	R	.	.	.	.	.	T	.
Unk_Mat4x4_StackInit__445150	.text	00445150	000000AB	00000000	00000000	R	.	L	.	.	.	.	.
Unk_Mat4x4_StackPush_445200	.text	00445200	000002F3	00000000	00000004	R	.	.	.	.	.	T	.
Unk_Mat4x4_StackPeek__445500	.text	00445500	00000123	00000000	00000004	R	.	.	.	.	.	T	.
Unk_Mat4x4_StackPop_445630	.text	00445630	00000010	00000000	00000000	R	.	.	.	.	.	T	.
sub_445640	.text	00445640	0000001F	00000000	00000008	R	.	.	.	.	.	T	.
sub_445660	.text	00445660	0000001E	00000000	00000004	R	.	.	.	.	.	.	.
Unk_OpenPauseMenu_445680	.text	00445680	00000112	00000010	00000000	R	.	.	.	.	.	T	.
GetPauseState_445690	.text	00445690	00000006	00000000	00000000	R	.	.	.	.	.	.	.
Unk_PauseMenu_GetScrollInOutPos_4456A0	.text	004456A0	00000007	00000000	00000000	R	.	.	.	.	.	.	.
Unk_PauseMenu_ScrollOutDoneCallback_445730	.text	00445730	0000004F	00000010	00000000	R	.	.	.	.	.	T	.
Unk_ClosePauseMenu_445780	.text	00445780	0000002C	00000000	00000000	R	.	.	.	.	.	.	.
sub_4457B0	.text	004457B0	00000012	00000000	00000000	R	.	.	.	.	.	.	.
Unk_PauseMenu_HandlePauseAnimation_445860	.text	00445860	00000100	00000100	00000000	R	.	.	.	.	.	T	.
sub_445960	.text	00445960	00000012	00000000	00000000	R	.	.	.	.	.	.	.
Unk_Engine_Update__445980	.text	00445980	000000C7	00000004	00000006	R	.	.	.	.	.	T	.
sub_445A50	.text	00445A50	00000049	00000000	00000000	R	.	.	.	.	.	T	.
sub_445AA0	.text	00445AA0	00000076	00000004	00000004	R	.	.	.	.	.	T	.
UNK_SetOffsetInBuffer_445B20	.text	00445B20	0000001C	00000000	00000004	R	.	.	.	.	.	T	.
Unk_GetOffsetInBuffer__445B40	.text	00445B40	0000000D	00000000	00000000	R	.	.	.	.	.	T	.
UNK_IsIndexWithinBufferMAYBE_445B50	.text	00445B50	0000000E	00000000	00000004	R	.	.	.	.	.	.	.
sub_445B60	.text	00445B60	00000023	00000000	00000004	R	.	.	.	.	.	.	.
Unk_TestBufferSize__445B90	.text	00445B90	00000058	00000048	00000000	R	.	.	.	.	.	T	.
Unk_GetRemainingBuffer__445BF0	.text	00445BF0	00000010	00000000	00000000	R	.	.	.	.	.	.	.
sub_445C00	.text	00445C00	00000088	00000000	00000000	R	.	.	.	.	.	.	.
sub_445C90	.text	00445C90	00000032	00000004	00000004	R	.	.	.	.	.	.	.
sub_445CD0	.text	00445CD0	0000017D	000000F4	0000001C	R	.	.	.	.	.	.	.
sub_445E50	.text	00445E50	00000083	00000004	00000018	R	.	.	.	.	.	.	.
sub_445EE0	.text	00445EE0	00000B35	0000010C	00000025	R	.	.	.	.	.	.	.
sub_446A20	.text	00446A20	00000121	0000002C	00000004	R	.	.	.	.	.	.	.
sub_446B60	.text	00446B60	00000094	00000010	00000008	R	.	.	.	.	.	.	.
sub_446C20	.text	00446C20	0000007D	00000008	00000008	R	.	.	.	.	.	.	.
UNK_LoadSprite_446CA0	.text	00446CA0	00000305	0000002C	00000004	R	.	.	.	.	.	.	.
Unk_swrQuad_LoadSprite_maybe_446FB0	.text	00446FB0	0000000E	00000000	00000004	R	.	.	.	.	.	.	.
Spline_Load_446FC0	.text	00446FC0	0000031D	00000020	00000008	R	.	.	.	.	.	T	.
Spline_LoadId_4472E0	.text	004472E0	00000017	00000000	00000004	R	.	.	.	.	.	T	.
Unk_Entity_InitEntityArrayAndLoad__447300	.text	00447300	0000004F	00000010	00000008	R	.	.	.	.	.	T	.
Unk_Entity_ClearArray_447350	.text	00447350	00000012	00000000	00000004	R	.	.	.	.	.	T	.
UNK_LoadModelTexture2_447370	.text	00447370	000000A1	0000000C	0000000C	R	.	.	.	.	.	.	.
Unk_InitializeTextureBuffer_maybe_447420	.text	00447420	0000006F	00000004	00000000	R	.	.	.	.	.	.	.
UNK_LoadModelTexture_447490	.text	00447490	00000134	00000018	0000000C	R	.	.	.	.	.	T	.
sub_4475D0	.text	004475D0	0000001E	00000000	00000004	R	.	.	.	.	.	T	.
sub_4475F0	.text	004475F0	00000031	00000004	00000004	R	.	.	.	.	.	.	.
sub_447630	.text	00447630	00000031	00000004	00000004	R	.	.	.	.	.	.	.
sub_447670	.text	00447670	00000031	00000004	00000004	R	.	.	.	.	.	.	.
sub_4476B0	.text	004476B0	00000ACC	00000014	00000004	R	.	.	.	.	.	.	.
sub_448180	.text	00448180	00000413	00000010	00000004	R	.	.	.	.	.	.	.
sub_4485D0	.text	004485D0	000001A9	0000000C	00000004	R	.	.	.	.	.	.	.
Unk_Model_Load__448780	.text	00448780	00000446	00000024	00000004	R	.	.	.	.	.	T	.
Unk_Model_HeadParseAnimSection__448BD0	.text	00448BD0	0000009F	0000000C	00000004	R	.	.	.	.	.	T	.
Unk_Model__448C70	.text	00448C70	00000096	00000008	00000008	R	.	.	.	.	.	T	.
sub_448D10	.text	00448D10	00000024	00000000	0000000C	R	.	.	.	.	.	.	.
sub_448D40	.text	00448D40	00000020	00000000	00000000	R	.	.	.	.	.	.	.
sub_448D60	.text	00448D60	0000002C	00000000	00000000	R	.	.	.	.	.	.	.
sub_448D90	.text	00448D90	000001A1	00000004	00000000	R	.	.	.	.	.	T	.
sub_448F40	.text	00448F40	000000B6	00000000	00000000	R	.	.	.	.	.	T	.
sub_449000	.text	00449000	00000039	00000000	00000000	R	.	.	.	.	.	T	.
sub_449040	.text	00449040	00000043	00000004	00000000	R	.	.	.	.	.	T	.
sub_449090	.text	00449090	0000000C	00000004	00000000	R	.	.	.	.	.	.	.
Unk_CamState_ResetAllCams_4490A0	.text	004490A0	00000141	0000000C	00000000	R	.	.	.	.	.	T	.
sub_4491F0	.text	004491F0	00000069	00000000	00000008	R	.	.	.	.	.	T	.
sub_449260	.text	00449260	0000000D	00000000	00000000	R	.	.	.	.	.	T	.
sub_449270	.text	00449270	000000B1	00000010	00000000	R	.	.	.	.	.	T	.
UNK_CalculateUIStatBars_449330	.text	00449330	000000B3	0000000C	00000008	R	.	.	.	.	.	T	.
CalculateUpgradedStat_4493F0	.text	004493F0	000008F4	0000000C	00000010	R	.	.	.	.	.	T	.
ApplyUpgradesToStats_449D00	.text	00449D00	00000054	00000014	00000010	R	.	.	.	.	.	T	.
sub_449D60	.text	00449D60	00000010	00000000	00000000	R	.	.	.	.	.	T	.
Unk_Sound_DebugRelated__449D70	.text	00449D70	00000027	00000000	00000004	R	.	.	.	.	.	T	.
Unk_Sound_DebugRelated__449DA0	.text	00449DA0	00000056	00000004	00000004	R	.	.	.	.	.	T	.
sub_449E00	.text	00449E00	0000002B	00000000	00000004	R	.	.	.	.	.	.	.
sub_449E30	.text	00449E30	00000016	00000000	00000000	R	.	.	.	.	.	T	.
Unk_Sound_DebugRelated_449E50	.text	00449E50	00000042	00000004	00000000	R	.	.	.	.	.	T	.
sub_449EA0	.text	00449EA0	0000004B	0000000C	00000000	R	.	.	.	.	.	T	.
Unk_Sound__449EF0	.text	00449EF0	00000A34	00000054	00000000	R	.	.	.	.	.	T	.
sub_44A930	.text	0044A930	0000003F	00000008	00000004	R	.	.	.	.	.	.	.
sub_44A970	.text	0044A970	00000246	00000010	00000010	R	.	.	.	.	.	T	.
sub_44ABC0	.text	0044ABC0	000000E1	00000034	00000010	R	.	.	.	.	.	T	.
sub_44ACB0	.text	0044ACB0	00000183	00000044	00000010	R	.	.	.	.	.	.	.
sub_44AE40	.text	0044AE40	0000010C	00000000	00000018	R	.	.	.	.	.	T	.
SetTiltAngleFromTurnRate_maybe_44AF50	.text	0044AF50	00000053	00000000	00000014	R	.	.	.	.	.	T	.
Unk_Hang__44AFB0	.text	0044AFB0	000000AC	00000088	00000008	R	.	.	.	.	.	T	.
sub_44B060	.text	0044B060	0000011E	000000AC	00000010	R	.	.	.	.	.	T	.
sub_44B180	.text	0044B180	000000E5	000000D0	0000000C	R	.	.	.	.	.	T	.
sub_44B270	.text	0044B270	000000BD	000000D0	00000008	R	.	.	.	.	.	.	.
sub_44B330	.text	0044B330	0000002B	00000004	00000008	R	.	.	.	.	.	T	.
Unk_Model_Anim_SetManyAnimSettings_44B360	.text	0044B360	00000103	00000000	0000001C	R	.	.	.	.	.	T	.
sub_44B470	.text	0044B470	00000023	00000000	00000004	R	.	.	.	.	.	.	.
sub_44B4A0	.text	0044B4A0	00000081	00000048	00000008	R	.	.	.	.	.	.	.
UNK_ApplyJinnReesoCheat_44B530	.text	0044B530	000000A1	00000000	00000000	R	.	L	.	.	.	.	.
UNK_ApplyCyYungaCheat_44B5E0	.text	0044B5E0	00000079	00000000	00000000	R	.	L	.	.	.	.	.
sub_44B660	.text	0044B660	00000022	00000000	00000000	R	.	.	.	.	.	.	.
Unk_MetaCam_SetUnkMatAndVec__44B690	.text	0044B690	000000B1	00000000	00000008	R	.	.	.	.	.	T	.
sub_44B750	.text	0044B750	00000090	00000000	00000004	R	.	.	.	.	.	.	.
sub_44B7E0	.text	0044B7E0	000001C6	00000000	00000004	R	.	.	.	.	.	.	.
sub_44B9B0	.text	0044B9B0	000000FF	00000000	00000004	R	.	.	.	.	.	.	.
sub_44BAB0	.text	0044BAB0	0000001A	00000000	00000000	R	.	.	.	.	.	.	.
sub_44BAD0	.text	0044BAD0	00000040	00000010	00000008	R	.	.	.	.	.	.	.
Mat4x4_Copy_44BB10	.text	0044BB10	0000002F	00000010	00000008	R	.	.	.	.	.	T	.
sub_44BB40	.text	0044BB40	0000009A	00000000	00000000	R	.	.	.	.	.	.	.
sub_44BC20	.text	0044BC20	000003CB	00000000	00000000	R	.	.	.	.	.	.	.
sub_44BFB0	.text	0044BFB0	000003F5	00000044	00000008	R	.	.	.	.	.	.	.
sub_44C3B0	.text	0044C3B0	00000081	00000000	0000000C	R	.	.	.	.	.	.	.
sub_44C440	.text	0044C440	00000078	00000008	00000006	R	.	.	.	.	.	.	.
sub_44C4C0	.text	0044C4C0	00000049	00000004	00000001	R	.	.	.	.	.	.	.
sub_44C510	.text	0044C510	000004B3	0000008C	00000008	R	.	.	.	.	.	.	.
sub_44C9D0	.text	0044C9D0	00000029	00000008	00000004	R	.	.	.	.	.	.	.
sub_44CA00	.text	0044CA00	000004A3	0000002C	00000004	R	.	.	.	.	.	T	.
sub_44CEB0	.text	0044CEB0	00000327	00000018	00000004	R	.	.	.	.	.	.	.
sub_44D1E0	.text	0044D1E0	0000005B	00000008	0000000C	R	.	.	.	.	.	.	.
sub_44D240	.text	0044D240	000000CD	00000014	0000000C	R	.	.	.	.	.	.	.
sub_44D310	.text	0044D310	00000427	00000090	00000004	R	.	.	.	.	.	.	.
sub_44D740	.text	0044D740	00000077	00000008	00000004	R	.	.	.	.	.	.	.
sub_44D7C0	.text	0044D7C0	00000315	00000040	00000004	R	.	.	.	.	.	T	.
sub_44DAE0	.text	0044DAE0	00000088	00000004	00000004	R	.	.	.	.	.	.	.
sub_44DB70	.text	0044DB70	00000296	00000010	00000008	R	.	.	.	.	.	T	.
sub_44DE10	.text	0044DE10	000001EA	00000008	00000004	R	.	.	.	.	.	.	.
sub_44E000	.text	0044E000	000000BA	00000008	00000004	R	.	.	.	.	.	.	.
sub_44E0C0	.text	0044E0C0	0000001D	00000000	00000004	R	.	.	.	.	.	.	.
sub_44E0E0	.text	0044E0E0	00000055	00000000	00000018	R	.	.	.	.	.	T	.
Unk_Render_SetLightColorsAndDirMain_44E140	.text	0044E140	0000004A	00000000	0000000C	R	.	.	.	.	.	T	.
Unk_Render_SetLightColorsAndDirSecondary__44E190	.text	0044E190	00000057	00000000	00000010	R	.	.	.	.	.	T	.
sub_44E1F0	.text	0044E1F0	00000027	00000004	00000004	R	.	.	.	.	.	.	.
sub_44E220	.text	0044E220	00000064	00000000	00000010	R	.	.	.	.	.	.	.
swrText_RenderSetColorF32_44E290	.text	0044E290	00000086	00000000	00000015	R	.	.	.	.	.	T	.
GenerateDefaultDataTGFD_maybe_44E320	.text	0044E320	0000011D	00000018	00000004	R	.	.	.	.	.	T	.
sub_44E440	.text	0044E440	00000016	00000000	00000004	R	.	.	.	.	.	.	.
sub_44E460	.text	0044E460	0000003F	00000008	00000008	R	.	.	.	.	.	.	.
sub_44E4A0	.text	0044E4A0	00000037	00000004	00000000	R	.	.	.	.	.	.	.
Unk_Hang_SaveTgfdRelated__44E4E0	.text	0044E4E0	00000016	00000008	00000000	R	.	.	.	.	.	.	.
UNK_CopySavIntermediaryToProfileMemoryMAYBE_44E500	.text	0044E500	0000002C	00000008	00000008	R	.	.	.	.	.	T	.
UNK_CopySAVtoTGFD_maybe_44E530	.text	0044E530	0000002C	00000008	00000008	R	.	.	.	.	.	T	.
UNK_SaveTGFDandSAV_44E560	.text	0044E560	0000003F	00000000	00000000	R	.	.	.	.	.	.	.
sub_44E5A0	.text	0044E5A0	00000039	00000004	0000000C	R	.	.	.	.	.	.	.
sub_44E5E0	.text	0044E5E0	0000003B	00000008	0000000C	R	.	.	.	.	.	.	.
Unk_LapComp__44E620	.text	0044E620	0000003F	00000004	00000008	R	.	.	.	.	.	T	.
Unk_Spline__44E660	.text	0044E660	0000043A	00000030	00000014	R	.	.	.	.	.	T	.
Unk_Spline__44EAA0	.text	0044EAA0	00000195	00000010	0000000C	R	.	.	.	.	.	T	.
Unk_LapComp__44EC40	.text	0044EC40	0000013B	00000008	00000008	R	.	.	.	.	.	T	.
Unk_LapComp_GetSplineTransform__44ED80	.text	0044ED80	00000127	00000058	00000008	R	.	.	.	.	.	T	.
Unk_LapComp_GetOffsetSplineTransform__44EEB0	.text	0044EEB0	00000040	00000038	0000000C	R	.	.	.	.	.	T	.
Unk_LapComp__44EEF0	.text	0044EEF0	0000007D	00000004	00000008	R	.	.	.	.	.	T	.
Unk_swrQuad_SetViewport__44EF70	.text	0044EF70	00000027	00000000	00000010	R	.	.	.	.	.	T	.
sub_44EFA0	.text	0044EFA0	000001BD	00000008	0000002C	R	.	.	.	.	.	T	.
Unk_swrQuad_Draw__44F160	.text	0044F160	00000476	00000030	00000048	R	.	.	.	.	.	T	.
Unk_swrQuad_ResetCurrentMaterial__44F5F0	.text	0044F5F0	00000010	00000000	00000000	R	.	.	.	.	.	.	.
Unk_swrQuad_InitDrawing__44F600	.text	0044F600	00000021	00000000	00000000	R	.	.	.	.	.	T	.
sub_44F630	.text	0044F630	0000000F	00000000	00000004	R	.	.	.	.	.	.	.
sub_44F640	.text	0044F640	00000025	00000000	00000008	R	.	.	.	.	.	.	.
Unk_swrQuad_Draw1__44F670	.text	0044F670	00000585	00000058	00000031	R	.	.	.	.	.	T	.
Unk_Model_MeshMaterial_SetTextureUVOffset__44FC00	.text	0044FC00	000000B3	00000008	0000000C	R	.	.	.	.	.	T	.
Unk_swrText_ResetQueues_44FCC0	.text	0044FCC0	00000012	00000000	00000000	R	.	.	.	.	.	T	.
swrText_Notification_New_44FCE0	.text	0044FCE0	00000064	00000000	00000008	R	.	.	.	.	.	T	.
swrText_Notification_Render_44FD50	.text	0044FD50	0000019E	00000010	00000000	R	.	.	.	.	.	.	.
swrText_CreateMapEntry_maybe_44FEF0	.text	0044FEF0	00000037	00000000	0000000A	R	.	.	.	.	.	T	.
swrText_FlushMapQueue_maybe_44FF30	.text	0044FF30	000001C8	00000018	00000000	R	.	.	.	.	.	.	.
UNK_swrText_FlushQueue1_450100	.text	00450100	000000F0	00000008	00000000	R	.	.	.	.	.	.	.
UNK_swrText_FlushQueue2_4501F0	.text	004501F0	00000087	00000004	00000000	R	.	.	.	.	.	T	.
UNK_swrText_ProcessQueue1_450280	.text	00450280	00000027	00000000	00000000	R	.	.	.	.	.	.	.
UNK_swrText_ProcessQueue2_4502B0	.text	004502B0	00000031	00000000	00000000	R	.	.	.	.	.	.	.
Unk_swrText__4502F0	.text	004502F0	00000011	00000004	00000000	R	.	.	.	.	.	.	.
Unk_swrText__450310	.text	00450310	000000C5	00000004	00000004	R	.	.	.	.	.	T	.
UNK_swrText_CreateEntry_4503E0	.text	004503E0	00000150	00000000	00000024	R	.	.	.	.	.	T	.
Text_CreateEntry1_450530	.text	00450530	00000030	00000000	0000001C	R	.	.	.	.	.	T	.
UNK_swrText_CreateWhiteEntry1_450560	.text	00450560	00000024	00000000	0000000C	R	.	.	.	.	.	T	.
UNK_swrText_CreateWhiteFmtEntry1_450590	.text	00450590	00000027	00000000	00000010	R	.	.	.	.	.	T	.
UNK_swrText_CreateEntry2_4505C0	.text	004505C0	00000030	00000000	0000001C	R	.	.	.	.	.	T	.
UNK_DrawTime3_formatMacro_maybe_4505F0	.text	004505F0	0000007C	00000000	00000020	R	.	.	.	.	.	T	.
swrText_DrawTime2_450670	.text	00450670	000000E3	00000104	00000020	R	.	.	.	.	.	T	.
swrText_DrawTime3_450760	.text	00450760	000000E5	00000104	00000020	R	.	.	.	.	.	T	.
Unk_Entity_InitAll_450850	.text	00450850	00000053	00000004	00000004	R	.	.	.	.	.	T	.
Entity_CallAll0x14_maybe_4508B0	.text	004508B0	00000073	00000008	00000000	R	.	.	.	.	.	T	.
Entity_CallAll0x18_maybe_450930	.text	00450930	00000073	00000008	00000000	R	.	.	.	.	.	T	.
Entity_CallAll0x1C_maybe_4509B0	.text	004509B0	00000073	00000008	00000000	R	.	.	.	.	.	T	.
Entity_CallAll0x20_maybe_450A30	.text	00450A30	00000068	00000008	00000000	R	.	.	.	.	.	T	.
Entity_GetEntityAddress_maybe_450AA0	.text	00450AA0	0000005B	00000010	00000008	R	.	.	.	.	.	T	.
Unk_Entity_GetEntityCount__450B00	.text	00450B00	00000026	00000000	00000004	R	.	.	.	.	.	T	.
UNK_EntityGetIndexOffset_maybe_450B30	.text	00450B30	00000052	00000004	00000008	R	.	.	.	.	.	T	.
sub_450B90	.text	00450B90	00000042	00000040	0000000C	R	.	.	.	.	.	T	.
sub_450BE0	.text	00450BE0	00000018	00000000	00000008	R	.	.	.	.	.	T	.
UNK_Entity_Call0x24onObject_450C00	.text	00450C00	0000004B	00000004	00000008	R	.	.	.	.	.	T	.
UNK_Entity_Call0x24onAllOfType_450C50	.text	00450C50	00000088	00000014	00000008	R	.	.	.	.	.	T	.
Unk_Entity_InitEntityArray_450CE0	.text	00450CE0	00000037	00000000	0000000C	R	.	.	.	.	.	T	.
Unk_Entity_GetAndAloc_450D20	.text	00450D20	00000087	00000028	00000004	R	.	.	.	.	.	T	.
Unk_Entity_CallFreeEventOnAllOfType_450DB0	.text	00450DB0	00000075	00000010	00000004	R	.	.	.	.	.	T	.
Unk_Entity_CallFreeEvent__450E30	.text	00450E30	00000039	00000024	00000004	R	.	.	.	.	.	T	.
Unk_Entity__450E70	.text	00450E70	000001AC	00000020	00000020	R	.	.	.	.	.	T	.
Unk_CMan_DoEnergyBinderTiming__451020	.text	00451020	00000136	00000000	00000008	R	.	.	.	.	.	T	.
Unk_CMan_UnkLightingSm__451160	.text	00451160	00000696	00000040	00000008	R	.	.	.	.	.	T	.
Unk_CMan_UnkLightingLg__451800	.text	00451800	00000273	00000010	0000000C	R	.	.	.	.	.	T	.
Unk_CMan_DoFogLights__451A80	.text	00451A80	00000242	00000008	00000004	R	.	.	.	.	.	T	.
EntityCManCallback0x14_451CD0	.text	00451CD0	0000006D	00000004	00000004	R	.	.	.	.	.	T	.
EntityCManCallback0x1C_451D40	.text	00451D40	0000001C	00000000	00000004	R	.	.	.	.	.	T	.
Unk_CMan_MoveStagingTransformsToMain_451D60	.text	00451D60	0000015C	00000000	00000008	R	.	.	.	.	.	T	.
Unk_CMan_SwitchCamModeOnRespawn_maybe_451EC0	.text	00451EC0	00000023	00000000	00000004	R	.	.	.	.	.	T	.
Unk_CMan_HandlePreRaceSweepCam__451EF0	.text	00451EF0	000006D3	000003E8	00000004	R	.	.	.	.	.	T	.
Unk_CMan_EndPreRaceSweepCam__4525D0	.text	004525D0	0000002A	00000004	00000004	R	.	.	.	.	.	T	.
Unk_CMan_HandleDeathCamera__452600	.text	00452600	000002A2	0000003C	00000004	R	.	.	.	.	.	T	.
Unk_CMan_HandleFirstPersonCameras_maybe_4528B0	.text	004528B0	000001E9	00000064	00000004	R	.	.	.	.	.	T	.
Unk_CMan_HandleThirdPersonCameras_maybe_452AA0	.text	00452AA0	000008FE	000000F4	00000004	R	.	.	.	.	.	T	.
Unk_CMan_HandleSplineCamera__4533A0	.text	004533A0	0000021D	000000E0	00000004	R	.	.	.	.	.	T	.
Unk_CMan_SetGreenArrow__4535C0	.text	004535C0	0000030B	0000009C	00000004	R	.	.	.	.	.	T	.
Unk_CMan_HandleCameraRenderDist_4538D0	.text	004538D0	0000052B	00000020	00000004	R	.	.	.	.	.	T	.
Unk_CMan_HandleRaceCamera_maybe_453E00	.text	00453E00	0000022E	0000007C	00000004	R	.	.	.	.	.	T	.
Unk_Debug_DrawTerrainLabelText__454060	.text	00454060	00000277	00000044	00000004	R	.	.	.	.	.	T	.
EntityCManCallback0x20_4542E0	.text	004542E0	0000010A	00000004	00000004	R	.	.	.	.	.	T	.
EntityCManCallback0x24_4543F0	.text	004543F0	00000529	00000010	0000000C	R	.	.	.	.	.	T	.
Unk_Scen__454920	.text	00454920	0000006F	00000000	00000000	R	.	.	.	.	.	T	.
Unk_Scen__454990	.text	00454990	0000007A	00000040	00000008	R	.	.	.	.	.	T	.
EntityScenCallback0x14_454A10	.text	00454A10	00000013	00000000	00000004	R	.	.	.	.	.	T	.
EntityScenCallback0x24_454A30	.text	00454A30	0000018E	00000040	00000008	R	.	.	.	.	.	T	.
Unk_Model_LoadSetIntoHandle__454BC0	.text	00454BC0	0000009C	00000008	00000010	R	.	.	.	.	.	T	.
Unk_Hang__454C60	.text	00454C60	00000022	00000004	00000000	R	.	.	.	.	.	.	.
